流水號,開課系所,課程概述,課程目標,課程要求,評量方式,預期學習時數
35360,會計學研究所 / 商業資料分析學分學程,"The main purpose of Capstone course is to provide students with an opportunity to integrate and apply the algorithms, methods and tools they have learned throughout the program to solve real-world data analysis problems that have an interdisciplinary nature.","Students will conduct a team-based project that involves the main aspects of the data analytics process, and will submit a consolidated report and give a presentation at the conclusion of the project. Students get experience in working as teams, participating in project planning and scheduling, writing reports, giving presentations, interpreting results, and provide suggested solutions.","本課程為會研所必修課，欲加選此課的同學，必須能配合團隊合作，並且具備基本會計及程式設計常識，切勿消極應對。
若能配合及符合上述說明的同學，請寄信給劉順仁教授(szliu@ntu.edu.tw)並副本給顏均竹助教(chunchu@ntu.edu.tw)說明想修課的原因、會計及程式語言的學習背景，以便教授審核加選資格。",,
29925,會計學研究所,"This graduate-level seminar explores the intersection of Accounting Information Systems, data analytics, and emerging artificial intelligence technologies within accounting and auditing contexts. The course is structured as a research-oriented seminar emphasizing critical discussion and analytical engagement with academic literature.

The seminar covers topics including eXtensible Business Reporting Language (XBRL), text mining, data visualization, and AIS literature reading that addresses machine learning, artificial intelligence, and large language models. A central objective of the AIS-DA Seminar is to guide students in learning how to read and interpret accounting, auditing, and AIS-related research papers, become familiar with academic writing conventions, and explore potential directions for their master’s thesis. Through sustained engagement with selected studies, students will develop the ability to understand research motivation, evaluate empirical design choices, and reflect on how technological developments shape new research opportunities.","The AIS serial courses, Accounting Information Systems with Data Analytics at the undergraduate level and Seminar on Accounting Information Systems and Data Analytics at the graduate level, are designed to connect emerging technological developments with both professional practice and academic research in accounting and auditing. The graduate seminar places particular emphasis on cultivating students’ capacity to critically interpret and evaluate both foundational and contemporary research in the field.

Through sustained engagement with research addressing areas such as XBRL, textual analysis, data visualization, machine learning, and generative artificial intelligence, students will examine how technological change influences financial reporting, assurance processes, and the broader information environment. Rather than focusing solely on technical implementation, the seminar encourages careful analysis of theoretical motivation, research design, and identification logic. Students are guided to consider how evolving technologies open new avenues for inquiry while also raising new methodological questions.

By the conclusion of the semester, students should demonstrate greater confidence in analytical reading, more sophisticated participation in scholarly discussion, and a clearer sense of how to formulate research questions relevant to their own thesis development.",待補,"35%	

Class Participation


20%	

Questions to the Assigned Papers


20%	

Paper Presentation (Group-based)


20%	

Tableau Case (Group-based)


5%	

Assignments

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",At least six to eight hours to read the assigned papers weekly.
10856,會計學研究所,,,,,
53725,會計學研究所,,,,,
32214,會計學研究所,,,,,
42920,會計學研究所,,,,,
50831,會計學研究所,,,,,
31925,無授課對象,,,,,
13351,無授課對象,本課程會以韓語應用為主，教導學生對於各式場合的應用模式，同時搭配影片教學與實際對話的方式，從食衣住行切入，深入了解韓國的生活習俗與大眾文化。課程中會以簡單、實用、對答的方式進行生活語言的練習，以達到流暢表達韓語的基本能力。,"1. 本課程著重在韓語的聽、說、讀、寫。
2. 學習韓文基本字彙與文法。
3. 主題式的基礎日常課程。",按時出席、準時繳交作業、積極練習對話。,"30%	

出席、作業、小考成績


30%	

期中考試（筆試/口試）


40%	

期末考試（筆試/口試）

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",預期每週課前或/與課後學習時數：每一學分授課時數為一小時，應有一小時之課堂外學習時數 (包含課前與課後學習)；也就是一學分的授課時數：(課前+課後學習時數) = 1 : 1。
52634,農業經濟學系,,,,,
14282,農業經濟學系,,,,,
21271,農業經濟學系,,,,,
35095,農業經濟學系,,,,,
19747,農業經濟學系,,,,,
51808,農業經濟學系,,,,,
44313,農業經濟學系,,,,,
27268,農業經濟學系,,,,,
39552,農業經濟學系,,,,,
39877,農業經濟學系,,,,,
44361,農業經濟學系,,,,,
50726,農業經濟學系,,,,,
28913,農業經濟學系,,,,,
10734,生物多樣性國際碩士學位學程 / 農業經濟學系,,,,,
36846,農業經濟學系 / 農業經濟學研究所,,,,,
31285,農業經濟學研究所,,,,,
59249,農業經濟學研究所,,,,,
42739,農業經濟學研究所,,,,,
21635,農業經濟學研究所,,,,,
29676,農業經濟學研究所,,,,,
38274,農業經濟學研究所,,,,,
10814,農業經濟學研究所,,,,,
29796,農業經濟學研究所,,,,,
19193,農業經濟學研究所,,,,,
15342,農業經濟學研究所,,,,,
45176,農業經濟學研究所,,,,,
37863,農業經濟學研究所,,,,,
10903,農業經濟學研究所,,,,,
33519,農業經濟學研究所,,,,,
32896,農業經濟學研究所,,,,,
14961,農業經濟學研究所,,,,,
30554,農業經濟學研究所,,,,,
43324,農業經濟學研究所,,,,,
24241,農業經濟學研究所,,,,,
58616,農業經濟學研究所,,,,,
57932,農業經濟學研究所,,,,,
44022,農業經濟學研究所,,,,,
42890,農業經濟學研究所,,,,,
29694,農業經濟學研究所,,,,,
36177,農業經濟學研究所,,,,,
18329,農業經濟學研究所,,,,,
95135,農業經濟學研究所,,,,,
31899,農業經濟學研究所,,,,,
50268,農業經濟學研究所,,,,,
47390,農業經濟學研究所,,,,,
27764,農業經濟學研究所,,,,,
13084,農藝學系,,,,,
42704,生物資源暨農學院 / 植物病理與微生物學系 / 生物機電工程學系 / 生物產業傳播暨發展學系 / 獸醫學系 / 園藝暨景觀學系 / 動物科學技術學系 / 森林環境暨資源學系 / 農業化學系 / 農藝學系,,,,,
53043,,,,,,
11410,生物資源暨農學院 / 植物病理與微生物學系 / 生物機電工程學系 / 生物產業傳播暨發展學系 / 獸醫學系 / 園藝暨景觀學系 / 動物科學技術學系 / 森林環境暨資源學系 / 農業化學系 / 農藝學系,,,,,
38380,,,,,,
44543,,,,,,
47917,無授課對象,,,,,
39691,無授課對象,,,,,
19027,無授課對象,環境信託基地自然谷一日遊、彰化地區汙染小旅行 (一日遊),待補,"目前人數已達參訪限制，但考量大家還會考慮時間、行程、預算，可能會有人退選，若有興趣加簽可以寄信至助教信箱進行候補，助教會再寄信通知授權碼。

助教信箱：r14627001@ntu.edu.tw",,
21839,無授課對象,,,,,
16932,無授課對象,,,,,
42784,農藝學系,,,,,
10054,農藝學系,,,,,
44704,農藝學系,,,,,
26468,農藝學系,"1.	茶樹原產地：Original habitat of tea
2.	臺灣茶產業介紹：Introduction of Taiwan tea production industry
3.	 茶樹栽培氣候土宜：Introduction of tea plant cultivated environment
4.	 茶園開墾與種植：Reclamation and planting of tea garden
5.	 茶樹形態：Tea plant morphology
6.	 茶樹育種：Tea plant breeding 
7.	  茶樹品種介紹：Introduction of tea varieties  
8.	 茶樹繁殖：Tea plant propagation
9.	 茶樹營養與施肥：Nutrition and fertilization of tea plant
10.	 茶園機械：Tea garden machinery
11.	 茶樹修剪：Tea plant pruning
12.	 茶樹栽培管理：Tea plant cultivation and management
13.	 茶樹病蟲害與防治：Tea plant pests and control
14.	 茶葉採摘 ：Tea plucking
15.	臺灣特色茶之介紹：Introduction of Taiwan characteristic teas",1.讓學生瞭解 茶樹起源、茶樹品種、栽培環境及栽培管理的重要性。,理論與實作並進。,,每週課前30分或/與課後學習時數30分鐘
51963,農藝學系,,,,,
12780,農藝學系,,,,,
10556,農藝學系,,,,,
17673,農藝學系,了解作物抗蟲研究趨勢及參與相關研究,"1.學習如何整理相關文獻
2.了解作物抗蟲最新抗蟲研究
3.學習如何設計實驗、執行實驗(包括植物種植及昆蟲飼養)以及分析數據",,,課後3小時
27739,農藝學系,,,,,
11341,農藝學系,,,,,
40080,農藝學系,,,,,
55823,農藝學系,,,,,
12828,農藝學研究所,,,,,
51169,農藝學研究所,,,,,
50340,農藝學研究所,,,,,
33532,農藝學研究所,,,,,
45019,農藝學研究所,,,,,
27909,農藝學研究所,,,,,
36939,作物科學組 / 生物統計學組,,,,,
43036,農藝學研究所,,,,,
43064,農藝學研究所,,,,,
25969,農藝學研究所,,,,,
35601,作物科學組 / 生物統計學組,,,,,
12166,臺灣大專院校人工智慧學程聯盟,,,,,
17554,臺灣大專院校人工智慧學程聯盟,,,,,
16142,臺灣大專院校人工智慧學程聯盟,,,,,
41055,臺灣大專院校人工智慧學程聯盟,,,,,
27326,應用力學研究所,,,,,
54207,應用力學研究所,,,,,
23781,應用力學研究所,,,,,
25700,應用力學研究所,,,,,
22893,應用力學研究所,,,,,
31214,應用力學研究所,,,,,
34266,應用力學研究所,,,,,
32903,應用力學研究所,,,,,
54108,應用力學研究所,,,,,
34581,應用力學研究所,,,,,
30979,應用力學研究所,,,,,
37713,應用力學研究所,,,,,
51956,應用力學研究所,,,,,
10154,應用力學研究所,,,,,
37735,應用力學研究所,,,,,
35084,應用力學研究所,,,,,
19104,應用力學研究所,,,,,
37897,應用力學研究所,,,,,
27700,應用力學研究所,,,,,
49292,應用力學研究所,,,,,
15054,應用力學研究所,,,,,
33494,應用力學研究所,,,,,
15681,應用力學研究所,,,,,
32654,應用力學研究所,"This is an advanced laboratory course in analog, digital, and mixed-signal electronic circuits, intended for students who have already completed the Electronics Laboratory course and wish to deepen both their theoretical understanding and practical skills. The course emphasizes rigorous circuit analysis, systematic design, careful implementation, and high-quality experimental verification. 
Throughout the semester, students will be expected to connect device-level behavior with system-level performance, quantify non-idealities (noise, distortion, finite bandwidth, quantization, etc.), and document their findings in professional-style technical reports. The course is suitable only for students who are seriously interested in electronic circuit design and measurement and are prepared to invest significant time on labs outside of scheduled lectures (self-paced).
Grading: Midterm 35%, Final 35%, Lab & project 30%
The tentative weekly syllabus:
1.	Advanced Lab practices and review
2.	Op-amp non-idealities & precision amplifiers
3.	Op-amp noise
4.	Signal conditioning for data acquisition
5.	Feedback, stability, and compensation
6.	Advanced oscillation circuits, timing jitter and stability
7.	Regulators & buck converters
8.	Midterm Exam
9.	Power management and PSRR, power noise
10.	Digital logic families, timing, and signal integrity
11.	Data converters and practical sampling issues
12.	Digital interfaces & MCU
13.	Low-noise interfaces
14.	Project I: design proposal for sensor nodes with ADC + MCU + communication interface
15.	Project II: Implementation & presentation
16.	Final Exam","By the end of this course, students should be able to:
1.	Apply advanced circuit theory to the analysis and design of analog and digital building blocks, including precision amplifiers, active filters, oscillators, comparators, and digital logic subsystems.
2.	Design, implement, and debug moderately complex analog, digital, and mixed-signal circuits that meet specified performance targets, using both simulation tools (e.g., SPICE) and hardware prototypes.
3.	Characterize circuit performance experimentally, including gain, bandwidth, stability, distortion, noise, propagation delay, and power consumption, and relate measured results to analytical and simulated predictions.
4.	Evaluate and manage non-ideal effects such as parasitics, loading, biasing errors, power-supply limitations, signal integrity issues, and measurement uncertainty in practical laboratory environments.",Completion of Experiments on Electronics (電子學實驗AM7011) and familiar with SPICE-based circuit simulation.,,
11224,應用力學研究所,,,,,
17467,應用力學研究所,,,,,
41584,解剖學暨細胞生物學研究所,"一、授課目標：導入VR 3D Organon教學及大體老師模擬手術，提升學生腹部臨床解剖學的知識及團隊合作學習的能力。
二、授課對象：醫學院學生，以醫學系3~6年級、護理系2年級以上 、學士後護理系1年級以上學生優先。
三、修課人數上限18人。
四、學分數：1學分
五、上課時間：每學年下學期3-5月，一個月一次，一次上課6小時
10:00~17:00。",,成績與,"1.出席情況
2.學習評量，參與情形
3.學習心得報告
預期每週課前或/與課後學習時數
Office Hour
指定閱讀
參考書目
評量方式
本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",
28923,解剖學暨細胞生物學研究所,所有研究生由各指導教授選定一篇最近的有關解剖學、細胞生物學或神經生物學完整期刊論文，經研究生研讀並查詢相關參考文獻，將內容重新整理後，製作powerpoint file，公開發表並討論。,訓練研究生(1)獨立查詢資料(2)研讀論文(3)整理資料(4)語言表達及發表論文之能力。,待補,,
20838,解剖學暨細胞生物學研究所,本所的共通性課程有人體解剖學、顯微解剖學、人體發生學及神經解剖學等，課程相互關係密切；研究部分，基礎課程使研究生了解基本器官之組織細胞結構，加強研究生本身的研究學理根基，同時佐以各種形態學基本技術之課程，作為同學對各研究主題探討之基礎,,,,
53627,解剖學暨細胞生物學研究所,以專題演講及討論方式了解當代神經科學重要研究課題。專題內容包含(1)神經退化疾病病理機制(2)中樞與周圍神經塑性與再生形態(3)神經傳導系統形態與功能。,透過研讀、演講及討論，使學生學習神經科學重要研究發現及研究方法。,修課學生應具備基本生物學或神經生物學背景。,,
34700,解剖學暨細胞生物學研究所,以專題演講及討論方式，由師生共同研討報告細胞生物學最新進展及當代之重要研究主題。專題內容包含(1)味蕾(2)細胞之再生與凋亡(3)心肌細胞及癌細胞黏附接合組合之訊息機制(4)心血管疾病的形態觀察及動脈硬化和血管再狹窄之形成機制(5)神經細胞骨架之分子細胞生物學(6)癌症細胞生物學及血管細胞生物學(7)心肌細胞黏附分子與細胞接合之功能及調控等等主題。,透過研讀、演講及討論，使學生學習特定組織或細胞的細胞生物學研究方法及成果，並探討可能之機制。,修課學生應先修習基本生物學及細胞生物學。,,
38098,解剖學暨細胞生物學研究所 / 神經生物與認知科學學程,神經解剖學是解剖學中一個研究神經系統相關解剖構造的分支。在脊椎動物中，無數神經自腦往身體各部位（或稱為周邊）連通的路徑和腦本身的內部構造都相當地複雜。雖然神經解剖學仍屬於神經科學的一項，但其相關的研究已獨自發展成一門特殊的學問。腦部構造和區域分佈的描述在研究其運作方式佔了相當重要的地位。舉例而言，許多神經學家藉由觀察腦部特定區域的傷害或病灶影響行為或是其他神經功能而獲得許多知識。,待補,待補,,
38850,解剖學暨細胞生物學研究所,"This course is designed for graduate students, and deals with several general cell biology techniques. It includes 2 hour lecture on the theories and 2 hour laboratory work. The contents cover primary tissue culture and cell line culture, staining for organelles, generation of polyclonal and monoclonal antibodies, localization of protein and mRNA in cells (immunocytochemistry and in situ hybridization), transfer of small and large molecules such as antibodies and siRNA by microinjection, scrape loading, and transfection, purification of DNA and RNA, real-time polymerase chain reaction, microarray, calcium imaging, proteomics, and electrophoretic mobility shift assay.",待補,待補,,
45752,解剖學暨細胞生物學研究所,"This course, aimed at graduate students, offers an introduction to cell biology with consideration of its applications on related research. Through this course, students will not only increase their basic knowledge of cell biology, but also enhance their scientific research skills.",待補,待補,,
18350,解剖學暨細胞生物學研究所,,,,,
31135,解剖學暨細胞生物學研究所,,,,,
15432,解剖學暨細胞生物學研究所,待補,待補,待補,,
53994,解剖學暨細胞生物學研究所,"臨床腹腔手術解剖學-教學大綱
一、授課目標：導入VR 3D Organon 教學及大體老師模擬手術，提升學生腹部臨床解剖學的知識及團隊合作學習的能力。
二、授課對象：醫學院學生，以醫學系3~6年級學生、護理系2年級以上、學士後護理系1年級以上優先
三、修課人數上限：18人 
四、學分數：1學分
五、上課時間：每學年下學期3-5月，一個月一次，一次上課6小時，10:00~17:00。",,,,
47363,動物科學技術學系,,,,,
53650,動物科學技術學系,,,,,
58743,動物科學技術學系,,,,,
10756,動物科學技術學系,,,,,
50372,動物科學技術學系,,,,,
25019,動物科學技術學系,,,,,
39438,動物科學技術學系 / 動物科學技術學研究所,,,,,
14500,動物科學技術學研究所,,,,,
36556,動物科學技術學研究所,,,,,
41859,動物科學技術學研究所,,,,,
19656,動物科學技術學研究所,,,,,
43305,動物科學技術學研究所,,,,,
34893,動物科學技術學研究所,,,,,
31060,動物科學技術學研究所,整理文獻及試驗結果進行口頭報告。,訓練學生統整文獻與試驗結果的能力，並練習中英文口頭報告的技巧。,需每週參與報告討論並擔任一次主講人。,,4-8小時／週
10884,動物科學技術學研究所,整理文獻及試驗結果進行口頭報告。,訓練學生統整文獻與試驗結果的能力，並練習中英文口頭報告的技巧。,需每週參與報告討論並擔任一次主講人。,,
57180,動物科學技術學研究所,,,,,
22738,動物科學技術學研究所,,,,,
49905,動物科學技術學研究所,,,,,
43597,動物科學技術學研究所,,,,,
52535,動物科學技術學研究所,動物科學技術學研究所的專題討論課程，每周會有2-5位研究生倫依據當學期的設定目標完成報告，並於報告後與同學及老師討論並改進。,"碩士及博士班皆須修滿四學期始可畢業，博士班提出資格考學期於此課程安排公開演講。
依據時程，碩一上需充分精讀與碩士論文題目相關文獻並提出統整性的報告進行討論；碩一下需有初步研究成果並提出完整論文計畫報告；碩二上要求以全英文進行碩士論文題目相關文獻的演講；碩二下則進行碩士論文主要的成果報告及討論。",,,
22973,動物科學技術學研究所,,,,,
54202,動物科學技術學研究所,"1. 整合生物化學所學之碳水化合物,脂肪, 蛋白質分解及代謝之相關機制 
2. 藉由動物體內各器官對碳水化合物, 脂肪, 蛋白質的分解與利用, 對基礎代謝有整體之認識",各器官與組織之代謝機制的整體瞭解。,修過生物化學,,
46734,國際三校農業生技與健康醫療碩士學位學程 / 動物科學技術學研究所,,,,,
37912,動物科學技術學研究所 / 幹細胞與再生醫學學程,本課程將由幹細胞之基本概念開始介紹，再引入哺乳動物來源之各種幹細胞之分離及其特性，並將幹細胞、組織工程與再生醫學結合，最後進入產業化應用之前，就倫理、道德、宗教及法令之考量進行討論。於期中考後將由同學蒐集幹細胞領域之最新發展資料進行報告及討論。,加強同學對動物幹細胞之分離、增殖及分化等特性之了解，並強調在幹細胞產業化應用方面之潛力及應考量之重點。此外，將可訓練碩班學生對幹細胞領域最新研究報告之閱讀及表達能力。,報告閱讀及撰寫。,"40%	

Oral presentation


40%	

Final report


20%	

Participation

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",
42779,動物科學技術學研究所,"This course will investigate the microflora, spoilage and pathogen microorganisms in animal products, as well as implication of new microbial biotechnology in animal products.",The principles of this course are to provide a critical evaluation of the current state of knowledge concerning microbiology of animal products.,無,,
35461,動物科學技術學研究所,了解動物科學研究所需要的技術及方法,本課程針對研究方法規劃一系列的課程，協助學生提昇對動物科學研究的概念及基礎。,,,
43887,動物科學技術學研究所,介紹國內外畜牧產業有關動物生產之智慧化與自動化技術設備、原理及應用，課程講師將涵蓋動科系及生機系專業教授及國內智慧化畜牧生產設備廠商，課程內容包括基礎機電原理及觀念、Arduino智慧控制、物聯網(IoT)原理與實際應用、區塊鏈技術原理與其在畜牧生產之應用、大數據收集與分析應用、智慧環控畜舍設備與管理、智慧化畜牧場廢水處理系統、再生能源生產設備及智慧化畜牧生產相關應用產業介紹等。,智慧化畜牧業4.0為目前世界趨勢，學生應具備相關之基礎知識與觀念，以因應未來產業發展趨勢，藉由教授智慧化與自動化基礎原理到產業實際應用情況，配合邀請產業菁英來校教學及校外教學，同時引導學生分組以期末競賽方式，學生透過實際競賽模式，將智慧化控制技術實作與課程內容融合，可使學生對於本課程具較深入化學習效果。,課程核心內容包括一般簡易電工實做、Arduino智慧控制相關技術、大數據收集與分析應用等課程及校外教學等，要求修課學生必須要全程參與，以獲得完整之課程資訊與訓練。,"30%	

出席率(20)及上課態度(10)


30%	

期中考


40%	

期末書面報告(20)及專題比賽(20)

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",
57158,動物科學技術學研究所,"待補本課程旨在提供學生對維生素在動物生理中扮演角色的深度進階認知。不同於基礎營養學，本特論將焦點放在維生素與基因表達、免疫調節及肉質改善之間的分子層次互動。
課程內容涵蓋脂溶性與水溶性維生素的化學結構、消化吸收路徑、以及在不同經濟動物（如單胃動物、反芻動物）中的特殊代謝差異。","課程目標：
1. 深度掌握分子生化機制透徹理解各類維生素作為輔酶 (Coenzymes) 或激素 (Hormones) 的生化功能。
2. 評估生物利用率與物種差異辨析不同化學型態
3. 研究文獻的批判性分析具備閱讀並分析動物營養領域最新國際期刊的能力。
4. 學會如何設計實驗來檢測維生素的缺乏症或毒性反應，並判讀血清與組織中的營養指標並解決實際產業問題",期中期末考及文獻閱讀報告,"50%	

期中考

問答題與文獻報告


50%	

期末考

問答題與文獻報告

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",
13074,動物科學技術學研究所,本課程旨在探討活細胞如何維持內在平衡、處理與整合資訊、產生機械力，並適應不斷變化的環境。本課程將分為兩個部分。第一部分建立現代細胞生理學的核心概念，強調不同細胞反應如何在時間與空間上被協調與整合。第二部分則介紹用於探究細胞生理機制的細胞生物學研究技術。,"在修畢本課程後，學生將能夠：
1.	理解支持細胞生理運作的核心原則。
2.	整合細胞膜、胞器、代謝、訊號傳遞與機械性調控的相關知識。
3.	具批判性地閱讀細胞生理相關的研究文獻。
4.	運用現代細胞生物學研究技術來檢驗以細胞生理問題為導向的假說。",,,
55266,動物科學技術學研究所,,,,,
10979,動物科學技術學研究所,,,,,
46133,動物科學技術學研究所,,,,,
27296,動物科學技術學研究所,,,,,
10360,人類學系,,,,,
39250,人類學系,,,,,
38199,人類學研究所,,,,,
35520,人類學研究所,,,,,
41126,人類學研究所,,,,,
95012,人類學研究所,,,,,
44138,人類學研究所,,,,,
21903,人類學研究所,,,,,
55980,人類學研究所,,,,,
16630,人類學研究所,,,,,
34631,應用物理學研究所,,,,,
28510,應用物理學研究所,,,,,
22567,應用物理學研究所,,,,,
44736,應用物理學研究所,,,,,
23143,,,,,,
42656,藝術史研究所,,,,,
37174,藝術史研究所,,,,,
54919,藝術史研究所,,,,,
40217,藝術史研究所,,,,,
37626,藝術史研究所,"文化交流不論在博物館展覽或者學術研究上都是重要議題，絲路上的文化交流尤其引人入勝。本課程將由西元一至八世紀的東亞遺址和遺物出發，追索其與中亞、北亞相似遺址的關係，以探討絲路上的文化交流。課程包含授課教師講授、課堂討論，以及個人口頭與書面報告。

課程分為三個單元。第一單元為「緒論」（第一到第四週），首先在第一週介紹絲路研究背景、目前各大博物館的收藏及其他研究資源，也將一起思考文物歸屬議題。在第二和三週，以今阿富汗以及新疆地區的尼雅遺址作為實例，說明前一週所介紹的博物館藏品的部分出土地，同時介紹如何閱讀發掘報告。第三週則討論文化交流研究方法。目前討論文化交流的理論多由近現代世界文化交流出發，因此將在第三週簡介各理論並探討其在絲路文化交流上的適用性。也希望在整門課中，同學能時刻留意近現代文化交流與本課程所處的一到八世紀文化交流的異同，並嘗試尋找更合適的研究方法、取徑與理論。

第二單元為「遺物與遺址」從第五到第十三週，以大家相對熟悉的中國遺址與遺物出發，討論這些遺跡和絲路上其他地區的交流。第二單元的每堂課有兩個","。首先是對遺址和遺物基本資訊的掌握，包含熟悉各遺址出土的遺物類型和風格、遺址重要性，以及學者針對這些遺址與遺物提出的問題與解決問題的方法。其次，針對各週介紹的遺物進行視覺分析。

第三單元為「專題討論」，從第十四週開始，每週以一類物質或主題進行跨越地理區域的討論，探討圖像、紋飾與技術在長距離交流上的可能媒介、動力與可能造成的意義轉變。
課程目標
期待課程結束後，學生能夠達到以下目標：
1.認識本課程討論之遺址與遺物和其所處的歷史與社會背景、了解目前學界研究成果，並且從中提出新的研究問題。
2.掌握文化交流研究方法，並且有能力洞察學者討論文化交流時的前提假設。在本學期中以每週的實例思考各理論與研究方法的適用性與限制，並拓展其他可能性。
3.學習分析、比較遺物與遺址的能力。要能探討是獨立發明，或者可能有文化交流，並清楚解釋自己如何判別。
4.增進口頭與書面報告能力。
5.學習搜集與閱讀考古報告，從中取得需要的資訊，以在期末報告中回答自己提出的研究問題。
6.掌握國際學界對絲路研究的動向，並拓展國際視野。",課程進行方式以同學報告和討論為主，教師講授為輔。前四週由教師導讀，從第五週開始，每堂課由同學或教師導讀一到兩篇當週,,8 hrs
52366,藝術史研究所,,,,,
25051,藝術史研究所,,,,,
29195,天文物理研究所,,,,,
19921,天文物理研究所,,,,,
58267,天文物理研究所,,,,,
55580,天文物理研究所,,,,,
41388,物理學研究所 / 天文物理研究所,,,,,
23723,天文物理研究所,,,,,
57261,全球農業科技與基因體科學碩士學位學程,,,,,
95111,大氣科學系,,,,,
95112,大氣科學系,,,,,
14320,大氣科學系,,,,,
15685,大氣科學系,,,,,
26691,大氣科學系 / 大氣科學研究所,,,,,
22771,大氣科學研究所,,,,,
17210,大氣科學研究所,,,,,
57664,大氣科學研究所,,,,,
41174,大氣科學系 / 大氣科學研究所,,,,,
54612,大氣科學研究所,,,,,
27942,大氣科學研究所,,,,,
35682,大氣科學研究所,,,,,
24418,大氣科學研究所,,,,,
39256,大氣科學系 / 大氣科學研究所,見「文件」—> 「20260222_114(2)_颱風動力_日程.pdf」,待補,,"100%	

見「文件」—> 「20260222_114(2)_颱風動力_日程.pdf」

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",
53688,大氣科學研究所,,,,,
36877,大氣科學研究所,,,,,
25811,大氣科學研究所,,,,,
11522,大氣科學研究所,,,,,
95128,大氣科學研究所,,,,,
24210,大氣科學研究所,,,,,
29979,科技管理組,,,,,
50176,科技管理組,,,,,
35944,科技管理組,,,,,
25315,科技管理組,,,,,
16794,科技管理組,,,,,
13827,科技管理組,,,,,
28234,企業管理組 / 科技管理組,,,,,
10597,企業管理組 / 科技管理組,,,,,
25871,科技管理組,,,,,
52744,生化科學研究所,,,,,
48178,生化科學研究所,,,,,
37611,生化科學研究所,,,,,
46128,永續化學科技國際研究生博士學位學程 / 生化科學研究所,,,,,
12202,生化科學研究所,,,,,
13776,生化科學研究所,,,,,
12779,生化科學研究所,,,,,
42567,,,,,,
